index,CityST,AirportDist,pop,lon,lat,BaseDist,count,per_capita,sqrt_airport,sqrt_base,sqrt_per_capita,cubert_per_capita,log_airport,log_base,log_per_capita
337,"Marked Tree, AR",38.9875884566,2624.5,-90.4206578,35.5328594,53.8369552271,4,0.00152409982854,6.24400420056,7.33736705005,0.0390397211637,0.115081223741,3.66324335078,3.98596013149,-6.48635131957
338,"Windsor, VA",35.2540591099,2626.0,-76.78301405,36.83237205,37.0412629268,4,0.001523229246,5.9375128724,6.08615337687,0.0390285696125,0.115059307682,3.56258067468,3.61203250549,-6.48692269374
339,"Ashville, OH",11.1251453436,3943.16666667,-82.9529584,39.7156186,10.7874129707,6,0.00152161967961,3.33543780389,3.2844197312,0.0390079438014,0.11501876643,2.40920789256,2.37837998877,-6.48797993276
340,"Davison, MI",19.9017683293,5263.75,-83.5180063,43.0347491,71.4254439022,8,0.00151982901924,4.46113980159,8.4513575183,0.0389849845355,0.114973630229,2.99080858855,4.26865416304,-6.4891574378
341,"Alvarado, TX",30.6573172968,3295.4,-97.2116782,32.4065312,44.3666622466,5,0.00151726649269,5.5369050287,6.66083044722,0.0389521051124,0.114908976308,3.42287137114,3.79248833711,-6.49084492319
342,"Clarkston, WA",5.17559403147,7258.45454545,-117.0451581,46.4162724,139.058785238,11,0.00151547411796,2.27499319372,11.7923189084,0.0389290908956,0.114863710452,1.64395412125,4.93489675911,-6.49202693983
343,"Denham Springs, LA",19.2322664488,9910.46666667,-90.9562125,30.4868564,102.822054869,15,0.00151355132957,4.38546080233,10.140121048,0.0389043870222,0.114815111342,2.95658941271,4.63299987154,-6.49329651559
344,"Fort Mill, SC",10.4424313697,9924.46666667,-80.9450759,35.0073697,23.7513990733,15,0.0015114162306,3.23147510739,4.87354071218,0.0388769370012,0.114761097759,2.34587744516,3.1676414371,-6.49470816665
345,"Belleview, FL",20.4252565849,3985.0,-82.0531434,29.0397026667,33.5672932031,6,0.00150564617315,4.51943100234,5.79372878232,0.0388026567795,0.114614872305,3.01677220296,3.51355217632,-6.498533122
346,"Potosi, MO",81.5583698384,2661.0,-90.7879086,37.936438,96.7176304072,4,0.00150319428786,9.03096727036,9.83451220993,0.03877104961,0.11455262324,4.40131895824,4.57179570649,-6.50016290986
347,"Vassar, MI",43.8815998998,2662.5,-83.5832917,43.3719678,104.090582099,4,0.00150234741784,6.62431882534,10.2024792134,0.0387601266489,0.114531106969,3.78149509554,4.64526150178,-6.5007264489
348,"Edinboro, PA",23.3971345108,6658.8,-80.13172051,41.88466956,82.3439289542,10,0.00150177209107,4.83705845642,9.07435556688,0.0387527043065,0.114516485135,3.15261355806,4.41090473143,-6.50110947413
349,"Safford, AZ",7.10722937104,9336.78571429,-109.70758,32.8339546,77.7265186534,14,0.00149944535822,2.66593874105,8.81626443872,0.0387226724055,0.114457313486,1.96111248728,4.35319649456,-6.50266000044
350,"Newton, NJ",34.305581908,8019.08333333,-74.7345491417,41.0815359833,22.286995103,12,0.00149643039001,5.85709671322,4.7209104104,0.0386837225459,0.114380548054,3.53530807877,3.10400332912,-6.50467274695
351,"Rhinebeck, NY",6.21660862415,2674.0,-73.9126639,41.9268754,50.255365821,4,0.00149588631264,2.49331278105,7.08910190511,0.0386766895253,0.114366684081,1.82722452078,3.91711732375,-6.50503639654
352,"Orange Park, FL",8.14738143323,8700.61538462,-81.706484,30.1660736,4.96453956484,13,0.00149414718676,2.85436182591,2.22812467444,0.038654200118,0.114322345777,2.09769657909,1.60232055701,-6.50619967854
353,"Peotone, IL",22.3543751574,4015.83333333,-87.7853217,41.3322554,30.867320259,6,0.00149408590994,4.72804136587,5.55583659398,0.0386534074816,0.114320782922,3.10702205838,3.42969802746,-6.50624069062
354,"Lindsborg, KS",24.2490875749,3354.2,-97.70631822,38.57000672,22.5071988914,5,0.00149066841572,4.92433625729,4.74417525935,0.0386091752789,0.11423355258,3.1883789909,3.11383520877,-6.50853065846
355,"Dupo, IL",7.68124567086,4035.5,-90.2103903,38.5161634,28.3214500141,6,0.00148680460909,2.77150602937,5.32179011368,0.038559105398,0.114134769543,2.03878173073,3.34361946858,-6.51112601954
356,"Moses Lake, WA",9.19374764058,17516.5,-119.2780771,47.1301417,103.172829272,26,0.00148431478891,3.03211933152,10.1574026834,0.0385268061084,0.114071023479,2.21852364873,4.63640553613,-6.51280203482
357,"Colby, KS",55.6436803311,5394.875,-101.0523773,39.3958369,254.77743045,8,0.00148288885285,7.45946917221,15.9617489784,0.0385082958964,0.114034483588,4.01896851029,5.54039034226,-6.51376316614
358,"Humble, TX",8.63801616707,14842.2272727,-95.26159985,30.0161919,46.3677181789,22,0.00148225731865,2.93905021513,6.80938456683,0.0385000950472,0.114018292916,2.15617294616,3.8366034882,-6.51418913786
359,"Marion, NC",38.9593337167,6808.7,-82.00696575,35.68560069,109.351154274,10,0.00146870915153,6.24174124077,10.4571102258,0.0383237413561,0.11366984479,3.6625183769,4.69456430284,-6.52337139219
360,"East Wenatchee, WA",6.84518419838,10216.8,-120.2931263,47.4156824,83.2989764569,15,0.00146817007282,2.61633029229,9.12682729413,0.0383167074893,0.113655935866,1.9235453683,4.42243626167,-6.52373850208
361,"Crisfield, MD",34.304508774,2725.25,-75.876251975,38.023179475,53.3771351225,4,0.00146775525181,5.85700510278,7.30596572142,0.0383112940503,0.113645230632,3.53527679667,3.97738247304,-6.52402108489
362,"Belgrade, MT",1.95239839196,6825.1,-111.17675151,45.7777749,117.573698087,10,0.00146517999736,1.39728250256,10.8431406007,0.0382776696961,0.113578726194,0.669058561408,4.76706535473,-6.52577717897
363,"Healdsburg, CA",12.76360195,10921.5,-122.885307348,38.6287355625,90.0703154727,16,0.00146500022891,3.57261836053,9.49053820775,0.0382753214083,0.11357408087,2.54659752256,4.50059064832,-6.52589988026
364,"Wahoo, NE",38.1869991794,4105.16666667,-96.6856253833,41.1770863833,27.3851666613,6,0.00146157281475,6.17956302496,5.23308385766,0.0382305220308,0.113485441663,3.64249512207,3.31000150408,-6.52824215273
365,"Lawrenceville, GA",3.38765877821,25321.1621622,-83.9897550811,33.9553686027,48.457849028,37,0.00146122834975,1.84055936558,6.96116721736,0.0382260166608,0.113476525507,1.2201390569,3.88069432786,-6.52847786154
366,"Peshtigo, WI",31.2361723458,3432.4,-87.91332842,45.18125636,202.594329155,5,0.00145670667754,5.58893302391,14.2335634735,0.0381668269253,0.113359356091,3.44157679332,5.31120560107,-6.5315770915
367,"Caseyville, IL",13.5114959182,4127.66666667,-90.0256606,38.6367162,18.3741585242,6,0.00145360574982,3.67579867759,4.28650889702,0.0381261819465,0.113278861987,2.60354087258,2.91094524945,-6.53370808532
368,"Lancaster, KY",46.4302232352,3442.0,-84.5779957,37.6195246,29.0787964422,5,0.00145264381174,6.81397264708,5.39247591021,0.0381135646685,0.113253868668,3.83795061002,3.37000926399,-6.53437006434
369,"Goshen, NY",6.5172029312,5509.5,-74.309735275,41.4195382125,21.3986350628,8,0.00145203738996,2.55288129986,4.62586587168,0.0381056083794,0.113238106793,1.87444528561,3.06332713788,-6.53478761225
370,"Durand, MI",20.5030874305,3446.0,-83.984684,42.9119753,90.0869130796,5,0.00145095763204,4.52803350589,9.49141259664,0.0380914377785,0.113210031285,3.02057548117,4.50077490523,-6.53553150465
371,"Woodland, WA",18.1659438433,4832.14285714,-122.7408326,45.9109715,37.550484553,7,0.00144863266814,4.26215248945,6.12784501705,0.0380609073479,0.113149531024,2.89954862377,3.62568628233,-6.53713515493
372,"Canton, TX",50.1765225128,3454.6,-95.8677747304,32.5765055,104.233361239,5,0.00144734556823,7.08353884106,10.2094740922,0.0380439951665,0.11311601024,3.91554723827,4.64663224352,-6.53802404283
373,"Andalusia, AL",46.8270733698,8998.0,-86.4651623,31.2223847462,53.9768269085,13,0.00144476550345,6.84303100751,7.34689232999,0.0380100710792,0.113048756036,3.84646152647,3.98855482314,-6.53980825194
374,"Ravenna, OH",14.5056211827,11775.6470588,-81.2362407824,41.1473769235,17.7669523818,17,0.00144365739862,3.80862457886,4.21508628403,0.0379954918197,0.113019846636,2.67453624208,2.8773401239,-6.54057552524
375,"Almont, MI",37.6123247259,2770.75,-83.0693798,42.906764975,38.280357467,4,0.00144365244067,6.13288877495,6.1871122074,0.0379954265758,0.113019717255,3.62733178195,3.64493690476,-6.54057895954
376,"Chelsea, MI",36.7796589437,4866.0,-84.020224,42.3180163,83.0887046283,7,0.00143855322647,6.06462356158,9.11530057806,0.0379282642164,0.112886492293,3.60494494626,4.41990876757,-6.54411737429
377,"Wendell, ID",37.1741828779,2782.0,-114.75282985,42.7848337,70.7856433849,4,0.00143781452193,6.0970634635,8.41342043315,0.0379185247857,0.112867166385,3.61561451169,4.25965620309,-6.54463101136
378,"McCormick, SC",47.4113117261,2783.0,-82.290036925,33.9049764,62.0542339658,4,0.00143729787999,6.88558724628,7.87745098149,0.0379117116467,0.11285364612,3.85886084424,4.12800874407,-6.54499040041
379,"Waynesburg, PA",36.053227319,4176.0,-80.1792299,39.8964641,62.5090418851,6,0.0014367816092,6.00443397157,7.90626598876,0.0379049021789,0.112840132332,3.58499638314,4.13531121644,-6.54534966033
380,"Jacksonville, OR",10.0608017306,2785.0,-122.9845762,42.2949362,102.804254857,4,0.00143626570916,3.17187668906,10.1392433079,0.0378980963791,0.112826625014,2.30864685639,4.63282674182,-6.54570879124
381,"Endicott, NY",4.23540072511,13242.9473684,-76.0517076632,42.0913904737,40.6951183969,19,0.00143472593158,2.0580089225,6.37927256017,0.0378777762227,0.112786291245,1.44347794585,3.70610814415,-6.54678143646
382,"West Grove, PA",17.7385778153,2803.5,-75.8274413,39.8220535,24.1799323274,4,0.00142678794364,4.21171910451,4.9173094602,0.0377728466447,0.112577900117,2.87574180542,3.18552304648,-6.55232955444
383,"Holmes Beach, FL",19.0252132136,4212.66666667,-82.7136181667,27.5016116333,43.9579723159,6,0.00142427599304,4.36179013865,6.63008086798,0.0377395812515,0.112511794465,2.94576511071,3.78323400281,-6.55409166944
384,"Omro, WI",15.5077784441,3517.0,-88.73105512,44.02270434,102.095997858,5,0.00142166619278,3.93799167649,10.1042564228,0.037704988964,0.112443031378,2.74134173315,4.62591352615,-6.55592572004
385,"Northfield, MN",10.340410503,17588.84,-93.148079264,44.476672244,44.4413823776,25,0.00142135581425,3.21565086771,6.6664370077,0.037700872858,0.112434847919,2.33605956878,3.79417107089,-6.55614406413
386,"Geneva, OH",4.75090379801,6341.88888889,-81.4595898111,41.0963538778,64.8710194053,9,0.00141913555373,2.17965680739,8.05425473929,0.0376714156055,0.112376273622,1.55833487321,4.17240098169,-6.55770735772
387,"Blanchester, OH",22.5978711936,4229.16666667,-84.0047197667,39.2802562333,58.1562137974,6,0.00141871921182,4.75372182543,7.62602214771,0.0376658892345,0.112365283005,3.11785570687,4.06313273134,-6.55800077789
388,"Hillsboro, MO",48.4225901838,2821.0,-90.565224775,38.24099895,59.0782964588,4,0.00141793690181,6.95863421828,7.68624072345,0.0376555029419,0.112344625723,3.87996644417,4.07886362277,-6.55855234988
389,"Santa Rosa, NM",89.8482112782,2822.0,-104.8139504,34.85443615,111.478533378,4,0.00141743444366,9.47882963652,10.558339518,0.0376488305749,0.11233135406,4.49812170516,4.71383204661,-6.55890677129
390,"Dade City, FL",15.6954676528,6354.0,-82.1959178,28.3647248,55.6442989409,9,0.0014164305949,3.96175057933,7.45951063682,0.0376354964747,0.112304829536,2.75337198614,4.01897962757,-6.55961523749
391,"Canton, NY",25.3365883942,6355.55555556,-75.2155641,44.5238318667,64.8189988584,9,0.00141608391608,5.03354630397,8.05102470859,0.0376308904503,0.11229566639,3.23224953261,4.17159875265,-6.5598600227
392,"Duvall, WA",20.0277865791,5655.5,-121.9856782,47.7423219,32.6379459123,8,0.00141455220582,4.4752415107,5.71296297137,0.0376105331765,0.112255163499,2.99712063828,3.48547559651,-6.56094226029
393,"Show Low, AZ",2.56316429248,8484.41666667,-110.0298327,34.2542084,176.410970948,12,0.00141435769499,1.60098853602,13.2819791804,0.0376079472318,0.112250017973,0.941242546958,5.17281633522,-6.56107977674
394,"Barre, VT",4.85920923317,9214.53846154,-72.5033304,44.1980460385,46.7675136961,13,0.00141081401464,2.20436141165,6.83867777396,0.0375608042332,0.112156191906,1.58087571545,3.8451888101,-6.56358842583
395,"Liberty, NY",49.6521345229,4253.0,-74.7867825833,41.7574038667,63.3641956849,6,0.00141076886903,7.04642707498,7.96016304386,0.0375602032613,0.112154995572,3.90504138097,4.14889896509,-6.56362042603
396,"Ridgeland, MS",13.6880655457,20637.137931,-90.156934511,32.413548431,13.8325976939,29,0.001405233618,3.69973857802,3.71922003838,0.0374864457905,0.112008120638,2.61652432513,2.6270279584,-6.56755171386
397,"Anderson, CA",6.7699636752,9254.84615385,-122.2977815,40.448208,168.588111998,13,0.00140466948709,2.60191538586,12.9841484895,0.0374789205699,0.111993130082,1.91249572136,5.12745853299,-6.56795324438
398,"Schulenburg, TX",92.2261842233,2852.0,-96.89720295,29.655998425,68.0329616288,4,0.00140252454418,9.60344647631,8.24820960141,0.0374502943137,0.111936096203,4.52424408399,4.21999231757,-6.56948142041
399,"Jordan, MN",34.0281901808,5002.28571429,-93.6269014,44.6669074,41.0733360277,7,0.00139936029244,5.83336868206,6.40884826062,0.0374080244391,0.111851852713,3.52718930405,3.71535915252,-6.57174008076
400,"Loganville, GA",16.4777731775,9298.84615385,-83.9007382,33.8389977,46.4362512558,13,0.00139802291434,4.0592823476,6.81441496064,0.0373901446151,0.111816208831,2.80201239263,3.83808043126,-6.5726962445
401,"Ocean City, NJ",15.0925840947,12199.5882353,-74.5870026118,39.2757037706,19.3043530538,17,0.00139348965491,3.88491751453,4.39367193288,0.0373294743454,0.11169521874,2.71420350363,2.96033061731,-6.57594413489
402,"Greenville, IL",53.2000339274,6478.0,-89.4145784333,38.9166320667,54.1939197246,9,0.00138931769065,7.29383533728,7.36165196981,0.0372735521603,0.111583639327,3.97405903408,3.99256871995,-6.5789425224
403,"Waxhaw, NC",15.3312580426,8653.33333333,-80.7434019,34.9245935,37.6833569118,12,0.00138674884438,3.9155150418,6.13867713044,0.0372390768465,0.111514824237,2.72989375361,3.62921853576,-6.58079323236
404,"Lynnwood, WA",8.83286371235,34643.8125,-122.3053932,47.8278656,19.0576251955,48,0.00138552880114,2.97201341053,4.36550400246,0.037222692019,0.111482111554,2.17847927827,2.94746729421,-6.58167340634
405,"Pigeon Forge, TN",34.7598646192,5776.0,-83.5543329,35.7884241,39.1289150297,8,0.00138504155125,5.89574970798,6.25531094588,0.0372161463782,0.111469041691,3.54846340566,3.66686170851,-6.58202513889
406,"Buford, GA",16.3190216383,11556.3125,-84.0043513,34.1206564,51.9547741395,16,0.00138452469159,4.03968088323,7.20796601959,0.0372092017059,0.111455174232,2.79233139911,3.95037361206,-6.58239838121
407,"Deming, NM",55.3419622174,13747.9473684,-107.755828526,32.2605817632,136.054203669,19,0.00138202449361,7.43921784984,11.6642275213,0.0371755900237,0.111388044599,4.01353143122,4.91305336272,-6.58420583049
408,"Fortuna, CA",42.4438542001,10859.4,-124.1572756,40.5981867,266.435078813,15,0.00138129178408,6.51489479578,16.3228391775,0.0371657340043,0.111368356209,3.74818212489,5.58513060722,-6.58473614224
409,"Auburn, WA",16.0589777249,54298.9733333,-122.2301808,47.3075369,27.1059864391,75,0.00138124158517,4.00736543441,5.20634098375,0.0371650586596,0.111367007077,2.776268053,3.2997546053,-6.5847724849
410,"Lordsburg, NM",64.2954108465,2896.5,-108.840635075,32.199488075,101.191562482,4,0.00138097704126,8.01844192138,10.0594016961,0.0371614994484,0.111359896724,4.16348825773,4.6170153787,-6.58496402942
411,"Calistoga, CA",21.5774799563,5071.85714286,-122.583325949,38.582615,65.7909179459,7,0.00138016505647,4.64515661268,8.11116008632,0.0371505727611,0.111338066704,3.07165017619,4.18648180367,-6.58555218082
412,"Algonac, MI",24.941547755,4351.16666667,-82.531018,42.6183675,24.5416374533,6,0.00137894051404,4.99415135483,4.95395170074,0.0371340883022,0.11130512897,3.21653499747,3.20037116295,-6.58643981813
413,"Norway, MI",36.4314777818,2902.0,-87.637299925,45.6605192,245.203890366,4,0.0013783597519,6.03584938362,15.6589875268,0.0371262676806,0.111289500816,3.59543317516,5.50209007003,-6.58686107232
414,"Beecher, IL",22.9259764119,4359.0,-87.6214286,41.34059,44.3717517469,6,0.0013764624914,4.78810781122,6.66121248324,0.0371007074245,0.111238415429,3.13227060881,3.79260304505,-6.58823848301
415,"Walton, KY",19.894246747,3635.0,-84.6102213,38.8756194,71.5714830123,5,0.00137551581843,4.46029671065,8.45999308583,0.0370879470776,0.11121290788,2.99043058174,4.27069671268,-6.58892647753
416,"Williamsburg, VA",17.6758277315,13118.7777778,-76.7075623056,37.2707079,7.43111039418,18,0.00137207903853,4.20426304262,2.72600630854,0.0370415852594,0.11112020737,2.87219804132,2.00567529496,-6.59142814308
417,"Flagler Beach, FL",21.4541367685,4373.33333333,-81.1299203333,29.48159565,69.5984590816,6,0.00137195121951,4.63186104806,8.34256909361,0.0370398598744,0.111116756714,3.06591748312,4.24274242746,-6.5915213046
418,"Cottage Grove, OR",28.7677946913,8750.58333333,-123.103916825,43.8075102,169.394095189,12,0.00137133714895,5.36356175422,13.015148681,0.0370315696258,0.11110017602,3.35925652156,5.1322279244,-6.59196899401
419,"Valdez, AK",19.0791502911,3647.6,-146.360370564,61.5282891,163.525532934,5,0.00137076433819,4.36796866874,12.7877102303,0.0370238347311,0.11108470493,2.94859613102,5.09696914288,-6.59238678363
420,"Lodi, WI",24.6760577646,2924.0,-89.5265093,43.313878,24.6838474418,4,0.00136798905609,4.96750015245,4.9682841547,0.0369863360728,0.111009686033,3.20583345227,3.20614907999,-6.59441345975
421,"Yerington, NV",46.1198949596,2924.25,-119.1631562,38.9939114,61.1871742335,4,0.00136787210396,6.79116300494,7.82222310047,0.0369847550209,0.111006522463,3.83124441785,4.11393759621,-6.59449895541
422,"Cut Bank, MT",4.58615036875,2928.0,-112.3261617,48.6330395,147.195154788,4,0.00136612021858,2.14152991311,12.1324010315,0.0369610635477,0.110959112137,1.52304097255,4.99175928991,-6.59578051396
423,"Prescott Valley, AZ",10.7110802963,30829.047619,-112.315721,34.6100243,78.0885565889,42,0.00136235152376,3.27277868123,8.83677297371,0.0369100463799,0.110856984436,2.37127874737,4.35784352356,-6.59854301075
424,"Lake Worth, FL",3.84627891303,34618.1489362,-80.0627960446,26.6211186,129.491322893,47,0.00135766935681,1.96119323704,11.3794254202,0.0368465650612,0.110729839895,1.34710616483,4.86361387421,-6.60198575754
425,"East Greenville, PA",24.1668823767,2951.0,-75.5259960372,40.3980280125,38.3921430705,4,0.00135547272111,4.91598234097,6.19613936823,0.0368167451184,0.110670089358,3.18498319909,3.64785283112,-6.60360501382
426,"Smithsburg, MD",14.6538290941,2975.0,-77.5727681,39.6548186,27.4501115739,4,0.00134453781513,3.8280320132,5.2392854068,0.0366679398811,0.110371685243,2.68470167292,3.31237023257,-6.61170495686
427,"Clayton, NM",74.4229124387,2980.0,-103.25264875,36.474609375,143.576891563,4,0.00134228187919,8.62687153253,11.9823575127,0.0366371652724,0.110309921556,4.30976385731,4.9668707214,-6.61338421838
428,"Lahaina, HI",0.836143386879,11186.8,-156.6762729,20.872684,130.002075716,15,0.00134086602067,0.914408763562,11.4018452768,0.0366178374657,0.110271122405,-0.178955165199,4.86755041737,-6.61443958969
429,"Bozeman, MT",14.0805479875,35076.2978723,-111.04302416,45.6757459936,132.388005386,47,0.00133993616348,3.75240562673,11.5059986697,0.0366051384846,0.110245626418,2.64479426954,4.88573704564,-6.61513330535
430,"Pratt, KS",80.2155899274,6717.22222222,-98.7485305,37.6280602,131.178323855,9,0.00133983955008,8.95631564469,11.4533106068,0.0366038187909,0.110242976675,4.3847178841,4.87655764834,-6.61520541094
431,"Tillamook, OR",4.80097419077,4484.5,-123.8444288,45.4559211,73.6726558467,6,0.00133794179953,2.19111254635,8.58327768668,0.036577886756,0.110190902648,1.56881885373,4.29963171063,-6.61662281633
432,"Tybee Island, GA",23.5980492357,2990.0,-80.8612217,32.0154921,27.6389220816,4,0.00133779264214,4.85778233721,5.25727325537,0.036575847798,0.110186807702,3.16116404911,3.31922499964,-6.61673430526
433,"Iowa, LA",31.4555243239,2996.0,-92.9215367,30.235485,96.2791629661,4,0.00133511348465,5.60852247244,9.81219460499,0.0365392047621,0.110113202598,3.4485746219,4.56725191913,-6.61873898352
434,"Orting, WA",17.5535160176,5999.5,-122.2042824,47.0978795,21.3108199245,8,0.0013334444537,4.18969163753,4.61636436219,0.0365163587137,0.11006729914,2.86525427273,3.05921492141,-6.61998986972
435,"Farmerville, LA",45.1664090586,3750.4,-92.4056986,32.7734728,99.3289139492,5,0.00133319112628,6.72059588568,9.96638921321,0.0365128898648,0.110060328513,3.81035364814,4.5984367064,-6.62017986751
436,"Ellsworth, WI",57.9437253884,3002.75,-92.4224093,44.6776063,65.7680624014,4,0.00133211223046,7.6120776,8.10975106901,0.0364981126972,0.110030631427,4.05947228762,4.18613434666,-6.62098945331
437,"Talent, OR",16.0834785967,6006.375,-122.7889239,42.2438081,87.3780606346,8,0.00133191817028,4.01042124928,9.34762326127,0.0364954541043,0.110025288133,2.777792571,4.47024422866,-6.62113514248
438,"New Boston, TX",39.3822023884,4505.66666667,-94.4263066667,33.4465238667,9.18037148142,6,0.00133165643264,6.27552407281,3.02991278446,0.0364918680344,0.110018080572,3.67331399822,2.2170676702,-6.62133167359
439,"Shrewsbury, NJ",10.9753629196,3765.2,-74.3398201429,40.21571176,12.4882282333,5,0.00132795070647,3.31290852871,3.53386873459,0.0364410579768,0.109915933192,2.39565302626,2.52478645926,-6.62411834724
440,"Gettysburg, PA",39.7698923782,7555.5,-77.2310908,39.8309399,38.3916021836,10,0.00132353914367,6.30633747735,6.19609572098,0.0363804775075,0.109794081532,3.68311015311,3.64783874254,-6.62744596086
441,"Littleton, CO",15.1231564981,40847.537037,-105.0166498,39.613321,24.268350699,54,0.00132198913122,3.88885027972,4.92629177973,0.0363591684616,0.109751204404,2.71622711207,3.18917306106,-6.62861775906
442,"Port Clinton, OH",5.6987456167,6056.0,-82.9228155875,41.529482025,8.10134393408,8,0.00132100396301,2.38720456113,2.84628598951,0.0363456182092,0.109723934824,1.74024608338,2.0920299657,-6.62936325344
443,"Lake Havasu City, AZ",10.2375533445,49206.2615385,-114.3224548,34.483901,148.855013204,65,0.00132097009543,3.19961768724,12.2006152797,0.0363451522961,0.109722997124,2.32606265986,5.00297276646,-6.62938889153
444,"Harrison, OH",25.8648293331,9093.66666667,-84.7968298347,39.2596715875,61.7129485088,12,0.00131959972142,5.08574766707,7.85575893907,0.0363262951788,0.109685041793,3.25288410506,4.12249377127,-6.63042682972
445,"Edgerton, WI",23.8189496263,5310.14285714,-89.0621891956,42.8458714429,39.8247534151,7,0.00131823195502,4.88046612797,6.31068565333,0.0363074641778,0.109647132475,3.17048146666,3.68448866407,-6.63146386824
446,"Mabank, TX",64.8039744746,3035.0,-96.073963622,32.33111715,94.4725524729,4,0.00131795716639,8.05009158175,9.71969919663,0.0363036797913,0.109639513209,4.17136693596,4.54830934229,-6.63167234237
447,"Brevard, NC",28.5153274098,6829.22222222,-82.7941465111,35.1933899111,129.999269977,9,0.00131786603322,5.33997447651,11.4017222373,0.0363024246191,0.109636986059,3.35044174656,4.86752883488,-6.63174149206
448,"National Park, NJ",6.26709965092,3036.0,-75.1895576,39.8318378,40.5569407478,4,0.00131752305665,2.50341759419,6.368433147,0.036297700432,0.109627474172,1.83531367201,3.70270693109,-6.6320017774
449,"Elkhorn, WI",14.2149154334,9870.23076923,-88.5448872846,42.6725401769,60.8280424664,13,0.00131709179896,3.77026728938,7.79923345377,0.0362917593809,0.109615511611,2.65429179598,4.10805090742,-6.63232915557
450,"Ypsilanti, MI",6.80808131926,20505.037037,-83.6122189068,42.2425479444,55.3064960872,27,0.00131674963333,2.60923002421,7.43683374073,0.0362870449793,0.109606018496,1.91811033586,4.01289037156,-6.63258897806
451,"Barrington, IL",18.5256516612,9876.38461538,-88.1361888,42.1539141,29.2008946528,13,0.00131627113628,4.30414354561,5.40378521527,0.0362804511587,0.109592740216,2.91915634796,3.3741993476,-6.63295243669
452,"Peru, IN",13.6751033012,12177.1875,-86.0695043875,40.7606487625,13.4159002539,16,0.00131393230169,3.69798638467,3.66277220885,0.0362482041168,0.109527791273,2.6155769023,2.59644058963,-6.63473088103
453,"Azle, TX",17.0641909421,10658.3571429,-97.5458565,32.8951262,17.0643735393,14,0.00131352325807,4.13088258634,4.13090468775,0.0362425614171,0.109516424302,2.83698217087,2.83699287142,-6.63504224205
454,"Ridgecrest, CA",7.27521722459,25899.9411765,-117.668920205,35.6175564529,7.48426532144,34,0.00131274429422,2.69726105978,2.73573853309,0.0362318132891,0.109494771036,1.98447367166,2.01280285961,-6.63563545189
455,"Satellite Beach, FL",6.82759327049,9904.38461538,-80.5900519,28.1761233,7.93792050448,13,0.00131254999728,2.61296637378,2.81743154389,0.0362291318869,0.109489368727,1.92097223527,2.07165133976,-6.63578347106
456,"Conway, SC",20.5884063256,15242.75,-79.049036585,33.83565617,20.8744843967,20,0.0013120991947,4.53744491158,4.56886029516,0.0362229098044,0.109476832382,3.02472811764,3.03852757087,-6.6361269856
457,"Rolla, MO",39.9162604594,17539.3043478,-91.7744310478,37.9663492,36.9313093266,23,0.00131134049241,6.31793165992,6.07711356868,0.0362124356045,0.109455727184,3.68678377119,3.60905968252,-6.63670538831
458,"East Troy, WI",2.9915240865,3814.2,-88.4054374,42.7851871,45.0057236462,5,0.00131089088144,1.72960229142,6.70863053433,0.0362062271086,0.109443216291,1.09578298546,3.80678967382,-6.63704831074
459,"Hood River, OR",29.1863982121,6870.11111111,-121.525834878,45.7075144889,84.1878333187,9,0.00131002248063,5.40244372595,9.1753928155,0.0361942326985,0.109419044035,3.37370278609,4.4330504134,-6.63771098113
460,"Pontotoc, MS",25.4602311987,5359.28571429,-89.0582451,34.2251998286,84.783424877,7,0.00130614420898,5.04581323462,9.20779153093,0.0361406171638,0.109310960335,3.23711767395,4.44010006234,-6.64067583387
461,"Elizabethton, TN",4.17127849588,13783.2777778,-82.1937728889,36.3200792,44.5446442753,18,0.00130593029396,2.04237080274,6.67417742312,0.0361376575604,0.109304992506,1.42822258256,3.7964919284,-6.64083962325
462,"Fredericksburg, VA",0.61913597703,22977.4,-77.4605399,38.3031837,26.144544491,30,0.00130563075022,0.786851940984,5.11317362222,0.0361335128408,0.109296634702,-0.479430358322,3.26364054507,-6.64106902148
463,"Hayden, ID",2.63299640626,12260.25,-116.784711675,47.7655795437,58.3288309498,16,0.0013050304847,1.62265104266,7.63733140238,0.03612520567,0.109279882375,0.968122515629,4.06609649856,-6.64152887856
464,"Capitola, CA",36.780845619,9962.23076923,-121.953293,36.9752283,41.5762819731,13,0.001304928615,6.06472139665,6.44796727451,0.0361237956893,0.109277038866,3.60497721018,3.7275298598,-6.64160694085
465,"Sunbury, OH",25.6525362261,3069.75,-82.8590673,40.2425623,29.9501015333,4,0.00130303770665,5.0648332871,5.47266859341,0.0360976135867,0.109224230677,3.24464244494,3.39953271465,-6.64305704292
466,"Starke, FL",32.2918313152,5377.71428571,-82.0981318143,29.9266500571,12.4563979786,7,0.00130166826055,5.6825901942,3.52936226231,0.0360786399487,0.109185953676,3.47481429779,2.52223438478,-6.64410855987
467,"Cottleville, MO",7.49082070897,3075.0,-90.651931725,38.72948325,25.0150418746,4,0.00130081300813,2.73693637284,5.00150396127,0.0360667853867,0.109162035136,2.01367836549,3.21947731892,-6.64476581912
