,CityST,lon,pop,AirportDist,lat,BaseDist,count,per_capita_sum,per_capita_avg,sqrt_airport,sqrt_base,sqrt_per_capita,cubert_per_capita,log_airport,log_base,log_per_capita
2516,"Culver City, CA",-118.3964665,38406.6666667,5.08833239628,34.0211224,11.4530138298,15,0.000391427775672,0.000390557194931,2.25573322808,3.38423016797,0.0197845337492,0.0731504855702,1.62695015336,2.43825291194,-7.84570954059
2517,"Mendenhall, MS",-89.7759086,2555.0,38.1033285688,32.0809867,37.9600161221,1,0.000391389432485,0.000391389432485,6.17278936696,6.16117002866,0.0197835647062,0.0731480969522,3.64030164233,3.63653339845,-7.84580750264
2518,"Alva, OK",-98.6664737,5116.5,84.668849533,36.8050308,84.6692688232,2,0.000391331882171,0.000390892211473,9.20156777582,9.20159055942,0.0197821101547,0.0731445115187,4.4387477599,4.43875271201,-7.8459545545
2519,"Millersburg, PA",-76.9614003,2557.0,31.8563902913,40.5417153,19.1723638807,1,0.000391083300743,0.000391083300743,5.64414655119,4.3786257982,0.0197758261709,0.0731290206449,3.46123799898,2.95346986092,-7.84658997529
2520,"Caldwell, ID",-116.6894156,41678.5333333,39.2829067548,43.6678736,40.0499416807,15,0.000390901069332,0.000359897501192,6.26760773779,6.32850232525,0.0197712182056,0.0731176603413,3.67078948163,3.69012721735,-7.8470560496
2521,"Dublin, OH",-83.1140771,38988.6,4.10830196608,40.0992294,23.2735011368,15,0.000390887742292,0.000384727843523,2.02689466082,4.82426171935,0.0197708811714,0.0731168293953,1.4130097962,3.1473154231,-7.84709014331
2522,"Merced, CA",-120.4843269,70467.0,3.30904310318,37.3029568,60.0997244878,23,0.000390459965395,0.000326393914882,1.81907754183,7.75240120787,0.019760059853,0.0730901473041,1.1966590549,4.0960052573,-7.84818511534
2523,"East Palestine, OH",-80.5403469,5162.5,14.2762527062,40.8339509,44.5483169529,2,0.000390263498355,0.000387409200969,3.77839287346,6.67445255829,0.0197550879106,0.073077886368,2.65859750694,3.79657437437,-7.84868841017
2524,"Lenexa, KS",-94.7335709,44082.9411765,19.2393711211,38.9536174,23.6110672278,17,0.000390108029859,0.000385636700871,4.38627075328,4.85912206348,0.019751152621,0.0730681811149,2.95695875869,3.16171555244,-7.84908685756
2525,"White House, TN",-86.6513845,10255.0,38.5318775773,36.4703232,37.341337892,4,0.000390053632374,0.000390053632374,6.20740505987,6.11075591822,0.0197497755019,0.0730647846968,3.65148588772,3.62010096747,-7.84922630939
2526,"Williams Bay, WI",-88.5409333,2564.0,13.0485833834,42.5780721,64.0854660907,1,0.000390015600624,0.000390015600624,3.61228229564,8.00533984854,0.0197488126383,0.0730624099191,2.56867957488,4.16021760016,-7.84932381804
2527,"Round Lake, IL",-88.0934145,15799.6,20.0385865631,42.353355,20.5920893789,5,0.000389884955813,0.000316463707942,4.47644798508,4.53785074445,0.0197455046989,0.0730542510226,2.99765974295,3.02490699131,-7.84965884745
2528,"New Hempstead, NY",-74.0357266,5132.0,25.5610340725,41.1519319,18.5942264575,2,0.000389711613406,0.000389711613406,5.05579213106,4.31210232456,0.0197411147964,0.0730434228055,3.24106908536,2.92285112702,-7.85010354518
2529,"Coronado, CA",-117.207068925,20827.0,3.36001796231,32.709740425,2.83193238408,8,0.000389550364955,0.000384116771499,1.8330351776,1.68283462767,0.0197370302973,0.073033347181,1.21194631989,1.04095929987,-7.85051739433
2530,"Corning, NY",-77.0546903,13177.6,13.5765975054,42.1428521,122.18398077,5,0.000389255414745,0.000379431762992,3.6846434706,11.0536862978,0.0197295568816,0.0730149099929,2.60834753885,4.80552794788,-7.85127483663
2531,"Ponca City, OK",-97.08370873,25710.4,3.05159938118,36.70895721,84.7667545841,10,0.000388988900334,0.000388947663202,1.74688276114,9.20688625889,0.0197228015336,0.0729982423004,1.11566584045,4.43990342093,-7.8519597486
2532,"Sabetha, KS",-95.8008225,2571.0,49.1084834693,39.9022223,77.6757005126,1,0.000388953714508,0.000388953714508,7.00774453511,8.81338189985,0.0197219095046,0.0729960412257,3.89403179929,4.35254247375,-7.85205020727
2533,"Detroit Lakes, MN",-95.8203133594,7755.0,74.6645841137,46.8733813,75.3587730455,3,0.000388882638504,0.000386847195358,8.6408670927,8.68094309655,0.0197201074668,0.0729915946101,4.31300587146,4.32226034889,-7.85223296037
2534,"Tell City, IN",-86.7677663,7735.0,42.1890626885,37.9514447,70.8983823649,3,0.00038862343775,0.000387847446671,6.49531082309,8.42011771681,0.01971353438,0.0729753740511,3.74216100945,4.26124761755,-7.85289970953
2535,"Owensboro, KY",-87.1133304,55141.8571429,6.04036994515,37.7742152,58.0489592057,21,0.000388179893496,0.000380835921895,2.45771640861,7.61898675715,0.0197022814287,0.0729476006965,1.79846525927,4.06128677871,-7.85404168276
2536,"Rosemount, MN",-93.1192575,18764.7142857,17.5773380956,44.7375242,16.9225067132,7,0.000388077897252,0.000373040585293,4.19253361294,4.11369745037,0.0196996928213,0.0729412110189,2.86661046416,2.8286444941,-7.85430447238
2537,"Mayville, WI",-88.5448278,5154.0,31.1300901794,43.4942003,75.3862130855,2,0.000388048117967,0.000388048117967,5.57943457524,8.68252342845,0.0196989369755,0.0729393452486,3.43817488131,4.32262440797,-7.85438121065
2538,"Heath, OH",-82.4445991,10310.0,38.1946645343,40.0228421,38.6947549423,4,0.000387972841901,0.000387972841901,6.18018321203,6.22051082648,0.0196970262197,0.0729346285294,3.64269583398,3.65570405964,-7.85457521589
2539,"Chardon, OH",-81.0503742,5156.0,22.5261155725,41.6072757,44.9618168458,2,0.000387897595035,0.000387897595035,4.74616851497,6.70535732424,0.0196951160198,0.07292991303,3.11467532824,3.80581361504,-7.8547691835
2540,"San Clemente, CA",-117.610323422,60184.3478261,10.8569503339,33.4249460478,20.6157334363,23,0.000387799824229,0.000382159163151,3.29498866977,4.54045520144,0.0196926337555,0.0729237851107,2.38480545867,3.02605454332,-7.85502126841
2541,"Central, SC",-82.8206976,5159.0,16.1611195401,34.8073296,107.093882966,2,0.000387672029463,0.000387672029463,4.02008949404,10.3486174422,0.0196893887529,0.0729157738453,2.78260832916,4.67370586066,-7.85535086068
2542,"Phoenix, AZ",-112.075785061,1357538.23791,6.10672345713,33.4467191228,29.5618716338,517,0.000387651301322,0.00038083641813,2.4711785563,5.43708300781,0.0196888623674,0.0729144742628,1.80939037028,3.38648541051,-7.85540433035
2543,"Glencoe, AL",-85.9324698,5160.0,14.5472297643,33.957043,29.5473828403,2,0.000387596899225,0.000387596899225,3.81408308304,5.43575043948,0.019687480774,0.0729110632197,2.67740058128,3.38599517277,-7.85554467792
2544,"Glens Falls, NY",-73.6441045,15651.6666667,4.44568368578,43.3096957,29.2748269625,6,0.000387274983926,0.000383345756575,2.10847899818,5.41062167985,0.0196793034411,0.0728908724083,1.49193366721,3.37672799871,-7.85637556448
2545,"Bristol, WI",-88.0492498,2584.0,10.7523110693,42.558908,32.220011134,1,0.000386996904025,0.000386996904025,3.27907167798,5.67626735928,0.0196722368841,0.0728734219826,2.37512071466,3.47258772331,-7.8570938649
2546,"Ranger, TX",-98.6799442,2584.0,34.0840287674,32.4693688,71.3821224529,1,0.000386996904025,0.000386996904025,5.83815285578,8.44879414194,0.0196722368841,0.0728734219826,3.52882890998,4.26804745218,-7.8570938649
2547,"Lebanon, IN",-86.4691677,15530.3333333,38.2607705182,40.0483744,72.1414527104,6,0.000386929606755,0.000386340709579,6.18552912193,8.49361246528,0.0196705263467,0.072869197602,3.64442510281,4.27862881265,-7.85726777617
2548,"Rhinelander, WI",-89.4120753,7756.0,4.35136191158,45.6366228,168.266382418,3,0.000386802974193,0.000386797318205,2.08599182922,12.9717532515,0.0196673072431,0.0728612473015,1.47048887922,5.12554833328,-7.85759510519
2549,"Burlington, WA",-122.3982194,7844.33333333,20.6786657108,48.5617742,30.9574757826,3,0.000386430532945,0.000382441677644,4.54738009306,5.56394426487,0.0196578364258,0.0728378544719,3.0291025268,3.43261451383,-7.85855843974
2550,"York, NE",-97.6436826333,7766.0,61.2983836581,40.8733640667,70.1447840716,3,0.000386299253155,0.000386299253155,7.82932842957,8.3752482991,0.0196544970212,0.0728296052778,4.11575347486,4.25056144985,-7.85889822162
2551,"Brusly, LA",-91.2537199,2589.0,18.3778155846,30.3943588,123.005031359,1,0.000386249517188,0.000386249517188,4.28693545375,11.0907633353,0.0196532317238,0.0728264795437,2.91114426245,4.81222525989,-7.85902697975
2552,"Manchester, IA",-91.4554252,5179.0,61.8877089145,42.484154,104.134265627,2,0.000386174937247,0.000386174937247,7.86687415143,10.2046198179,0.0196513342358,0.0728217919485,4.1253215964,4.64568108214,-7.85922008586
2553,"Donora, PA",-79.8575467,5217.0,21.0487055379,40.1734049,31.9579748259,2,0.000386058486048,0.00038336208549,4.58788682706,5.65313849343,0.0196483710787,0.0728144713996,3.0468390636,3.46442175299,-7.85952168172
2554,"Clear Lake, IA",-93.4121507,7777.0,9.89032210446,43.1341260667,164.922585149,3,0.000385752861,0.000385752861,3.14488824992,12.8422188561,0.0196405921754,0.0727952516854,2.29155671381,5.10547618289,-7.86031365003
2555,"Uniontown, PA",-79.7164326,10372.0,8.28631982376,39.900076,49.254203004,4,0.000385653682993,0.000385653682993,2.87859684981,7.01813386906,0.0196380671909,0.072789012538,2.114605941,3.89699470416,-7.86057078554
2556,"Charleston, WV",-81.633964565,51905.25,4.30695828616,38.349654805,4.31948042343,20,0.000385424945101,0.000385317477519,2.07532124891,2.07833597463,0.0196322424878,0.072774618883,1.4602319209,1.46313512267,-7.86116407886
2557,"Rock Hill, SC",-81.0250784,62065.3478261,7.58548701593,34.9248667,33.7375532319,23,0.000385420140289,0.000370577154654,2.75417628628,5.80840367329,0.019632120117,0.0727743164724,2.02623681851,3.51861155617,-7.86117654521
2558,"Wooster, OH",-81.935143,23744.3333333,26.6604364605,40.8050565,48.6281878152,9,0.000385030844128,0.000379037805511,5.16337452259,6.97339141417,0.0196222028358,0.0727498061584,3.28318068598,3.88420335897,-7.86218711227
2559,"Grand Ledge, MI",-84.7463757,7795.0,13.2830678694,42.7533685,64.5096143449,3,0.000384863115999,0.000384862091084,3.64459433537,8.03178774277,0.0196179284329,0.0727392408048,2.58649013163,4.1668142723,-7.86262282976
2560,"Coopersburg, PA",-75.393236,2599.0,10.3037828756,40.529266,41.1642084704,1,0.000384763370527,0.000384763370527,3.2099506033,6.41593395153,0.0196153860662,0.0727329562874,2.33251109728,3.71756915235,-7.86288203464
2561,"Auburn Hills, MI",-83.230937513,20821.375,9.73820123736,42.6647495,24.4005223359,8,0.000384746462673,0.000384220542591,3.1206091132,4.93968848571,0.019614955077,0.0727318908913,2.27605642271,3.19460453928,-7.86292597912
2562,"Oak Ridge, TN",-84.2696449,28616.2727273,33.2816600023,36.0103561,34.1890416587,11,0.000384733686812,0.000384396671951,5.76902591451,5.84713961341,0.019614629408,0.0727310858392,3.50500649459,3.53190517339,-7.86295918559
2563,"Waynesboro, VA",-78.888938215,20820.25,3.60667350686,38.05736345,61.4303266941,8,0.000384467630638,0.000384241303539,1.89912440531,7.83775010409,0.0196078461499,0.0727143166494,1.28278588129,4.11790363331,-7.86365095816
2564,"Tiburon, CA",-122.4566122,8044.33333333,4.9593781499,37.8734371,62.3675797487,3,0.000384221003058,0.000372933327808,2.22696613129,7.89731471759,0.0196015561387,0.0726987651088,1.60128035987,4.13304558505,-7.86429264213
2565,"Hesperia, CA",-117.3008784,71388.0869565,20.455564356,34.4263886,18.2890707302,23,0.000384211911808,0.000322182607499,4.52278281106,4.27657231088,0.0196013242361,0.0726981917167,3.01825494113,2.90630365358,-7.86431630392
2566,"Sutherlin, OR",-123.3125763,7810.0,75.4673990418,43.3901177,187.950536399,3,0.000384122919334,0.000384122919334,8.6871974216,13.7095053302,0.0195990540418,0.0726925784155,4.32370076223,5.23617882395,-7.86454795417
2567,"Deerfield, IL",-87.8445119,18225.0,7.87792734482,42.1711365,15.3560681005,7,0.000384087791495,0.000384087791495,2.80676456883,3.91868193408,0.0195981578597,0.0726903624486,2.06406484196,2.73151071191,-7.86463940782
2568,"Big Stone Gap, VA",-82.7839340476,5235.0,54.4322727648,36.860479,37.1441342607,2,0.000384056920537,0.000382043935053,7.37782303697,6.09459877766,0.0195973702454,0.0726884149067,3.99695722731,3.61480586531,-7.8647197858
2569,"Mundelein, IL",-88.0039653,29694.4545455,18.5725205167,42.263079,13.6523006843,11,0.000384054252633,0.000370439537226,4.30958472671,3.69490198575,0.0195973021774,0.0726882465929,2.92168309672,2.61390805573,-7.86472673246
2570,"Elizabeth City, NC",-76.2488420286,18255.8571429,5.95674590083,36.3191792857,24.4979087571,7,0.000383983224094,0.000383438583312,2.44064456667,4.94953621636,0.0195954898917,0.0726837652311,1.78452434218,3.19858775705,-7.86491169359
2571,"Newton, KS",-97.3450365,18299.7142857,6.22094697308,38.0466779,46.8444020957,7,0.000383593872861,0.000382519633406,2.49418262625,6.84429704905,0.0195855526565,0.0726591902997,1.82792214164,3.84683151586,-7.86592618781
2572,"West Covina, CA",-117.9389526,99944.6111111,14.7005146246,34.0686208,37.5139830708,18,0.000383322632068,0.000180099755253,3.83412501421,6.1248659635,0.0195786269199,0.0726420603916,2.68788250165,3.62471374536,-7.86663354201
2573,"Camarillo, CA",-119.03400327,60255.9565217,0.377213309364,34.2199445261,13.250747388,23,0.000383317381018,0.000381705001923,0.614176936529,3.64015760483,0.0195784928178,0.0726417286877,-0.974944444211,2.58405395748,-7.86664724088
2574,"Palestine, TX",-95.6307891,18298.0,69.25955091,31.7621153,166.311816356,7,0.000382842072927,0.000382555470543,8.32223232733,12.8961938709,0.0195663505265,0.0726116913661,4.23786105484,5.11386443813,-7.86788799605
2575,"Little Chute, WI",-88.3157286397,10455.75,17.008295977,44.329424775,145.291161106,4,0.000382565095264,0.000382564617555,4.1241115379,12.0536783226,0.0195592713378,0.0725941761642,2.83370122367,4.97873973669,-7.86861173548
2576,"Kahuku, HI",-157.9511111,2614.0,23.7193667593,21.6802778,6.43851667519,1,0.000382555470543,0.000382555470543,4.87025325412,2.53742323533,0.0195590252963,0.0725935673749,3.16629187728,1.86229818365,-7.86863689418
2577,"Bloomington, IL",-88.9941403,72155.7037037,6.63145067198,40.4731073,62.6028330733,27,0.00038245962433,0.000374190793161,2.57516031967,7.91219521203,0.0195565749642,0.0725875042893,1.89182358448,4.13681053384,-7.86888746758
2578,"Skaneateles, NY",-76.4291017,2616.0,25.5901637273,42.947011,31.6980336447,1,0.000382262996942,0.000382262996942,5.05867213084,5.63010067803,0.0195515471751,0.0725750627686,3.24220804825,3.45625464882,-7.86940171258
2579,"Alamogordo, NM",-105.9603398,31661.5,7.24997963511,32.8997997,14.6545895444,12,0.000382239607771,0.000379009206765,2.6925786219,3.82813133845,0.0195509490248,0.0725735825441,1.98099865991,2.68475356588,-7.86946290052
2580,"Grifton, NC",-77.4374642,2617.0,16.2101085574,35.3726629,47.5419705541,1,0.00038211692778,0.00038211692778,4.02617790931,6.89506856776,0.0195478113297,0.0725658175376,2.78563503267,3.86161291152,-7.86978390253
2581,"Potterville, MI",-84.738874,2617.0,20.7273507106,42.629203,55.1352131079,1,0.00038211692778,0.00038211692778,4.5527300283,7.42530895707,0.0195478113297,0.0725658175376,3.0314541185,4.0097885884,-7.86978390253
2582,"Pueblo, CO",-104.5350145,104830.225,11.7697623371,38.187635,22.8248356167,40,0.000381762724568,0.000381569342239,3.43070872228,4.77753447049,0.0195387493092,0.0725433889827,2.46553372881,3.12784922456,-7.87071128222
2583,"Golden Valley, MN",-93.3538497,21013.25,12.1090313385,44.998692025,18.1656130961,8,0.000381600969138,0.000380712169702,3.47980334768,4.26211368878,0.019534609521,0.0725331418282,2.4939515658,2.89953041661,-7.87113507872
2584,"Kerman, CA",-120.0599144,11047.5,29.84123684,36.7235543,31.0093223209,4,0.000381557636565,0.000362072867165,5.46271332215,5.56860146903,0.0195335003664,0.0725303962319,3.39589122354,3.43428787931,-7.87124863984
2585,"Riverview, MI",-83.1793697,13114.8,14.953317494,42.1742073,37.8969491684,5,0.0003814760778,0.00038124866563,3.86695196427,6.1560498023,0.019531412591,0.072525228021,2.70493318117,3.63487061197,-7.87146241484
2586,"Oakwood, OH",-84.1741059,6434.5,15.5272724404,39.7253369,14.2277659512,2,0.000381374509413,0.000310824461885,3.94046601818,3.77197109628,0.0195288122888,0.0725187908114,2.74259799008,2.65519540408,-7.87172870129
2587,"La Plata, MD",-76.9752514,8019.0,28.8817610395,38.5292877,18.908513712,3,0.000381141538702,0.000374111485223,5.37417538228,4.34839208352,0.019522846583,0.0725040212563,3.36321028999,2.93961228159,-7.87233975917
2588,"Kenosha, WI",-87.8212263,94991.5277778,8.8105000501,42.5846773,30.7263118738,36,0.000381131020396,0.000378981166449,2.96824865032,5.54313195529,0.0195225771966,0.0725033542892,2.17594419771,3.42511935182,-7.8723673564
2589,"Hartford, AL",-85.6968778,2624.0,33.8461104186,31.1023998,26.8543222046,1,0.000381097560976,0.000381097560976,5.81774100649,5.18211561089,0.0195217202361,0.0725012325419,3.52182408636,3.29042678396,-7.87245515006
2590,"Lagrange, IN",-85.4216948,2625.0,28.1064307272,41.6372578,73.5486745407,1,0.000380952380952,0.000380952380952,5.301549842,8.57605238677,0.019518001459,0.0724920248669,3.33599840166,4.29794742568,-7.87283617503
2591,"Louisville, CO",-105.1304585,18376.0,7.76040952533,39.9769993143,28.6251364724,7,0.000380931649978,0.000380931649978,2.78575115998,5.35024639362,0.0195174703786,0.0724907098665,2.04903510669,3.35428522946,-7.87289059531
2592,"Goshen, IN",-85.8346529,31524.3333333,20.7771685113,41.5815012,85.418331314,12,0.000380828580747,0.00038065832743,4.5581979456,9.24220381262,0.0195148297647,0.0724841713044,3.0338547161,4.44756073015,-7.87316120338
2593,"Marietta, OK",-97.2889056,2626.0,50.7335026698,33.907879,112.2895586,1,0.0003808073115,0.0003808073115,7.12274544469,10.5966767715,0.0195142848063,0.0724828218675,3.92658649453,4.72108087968,-7.87321705486
2594,"Calimesa, CA",-117.0619774,7879.0,11.9290452256,34.0039044,22.7923762824,3,0.000380758979566,0.000380758979566,3.45384499154,4.7741361818,0.0195130463938,0.0724797552394,2.47897620152,3.12642610647,-7.87334398258
2595,"Daphne, AL",-87.9036047,19388.7142857,15.9516678868,30.6035255,10.0189648012,7,0.000380687383313,0.000361034769859,3.99395391646,3.16527483818,0.0195112117336,0.0724752120293,2.76956339347,2.30447977707,-7.87353203589
2596,"Paradise, CA",-121.60414598,26294.0,20.5987870042,39.74515536,75.225991323,10,0.000380319659858,0.000380314900738,4.53858865774,8.67329183892,0.0195017860684,0.0724518687979,3.02523219077,4.32049680053,-7.87449844871
2597,"West Newton, PA",-79.7411535,2633.0,22.8076589205,40.1539613,38.512431035,1,0.000379794910748,0.000379794910748,4.77573647938,6.2058384635,0.0194883275513,0.0724185314444,3.12709639712,3.6509810732,-7.8758791595
2598,"Homedale, ID",-116.9337599,2633.0,45.1177770296,43.6176584,58.2547865714,1,0.000379794910748,0.000379794910748,6.71697677751,7.63248233351,0.0194883275513,0.0724185314444,3.80927633802,4.06482626197,-7.8758791595
2599,"Roseau, MN",-96.1816816,2633.0,70.6065794856,48.7005324,120.991991969,1,0.000379794910748,0.000379794910748,8.40277213101,10.9996359926,0.0194883275513,0.0724185314444,4.257123334,4.79572436133,-7.8758791595
2600,"Ames, IA",-93.6313529857,55660.0,38.1268070856,42.0309674143,40.1023078619,21,0.000379639801677,0.000377290693496,6.17469084939,6.33263830184,0.0194843476072,0.0724086714732,3.64091763277,3.69143388532,-7.8762876451
2601,"Livermore, CA",-121.768454831,77214.5862069,20.51232965,37.6844025517,33.2633578706,29,0.000379334945057,0.000375576706742,4.52905394647,5.7674394553,0.0194765229201,0.0723892845227,3.02102615169,3.50445642689,-7.87709098312
2602,"Sandusky, OH",-82.71207189,26408.3,4.94988161556,41.45835635,28.3803199944,10,0.000379134603153,0.000378668827603,2.22483294105,5.32731827418,0.0194713790768,0.0723765383897,1.59936366025,3.34569594702,-7.87761926249
2603,"Enon, OH",-83.9368765,2638.0,9.26509675273,39.8781151,9.0378948657,1,0.000379075056861,0.000379075056861,3.04386214417,3.00630917666,0.0194698499445,0.0723727490758,2.2262543025,2.20142627845,-7.87777633328
2604,"Ogdensburg, NJ",-74.5923824,2638.0,33.1976514205,41.0817636,15.2557423384,1,0.000379075056861,0.000379075056861,5.76174031179,3.90585999985,0.0194698499445,0.0723727490758,3.50247913307,2.72495597896,-7.87777633328
2605,"Apple Valley, CA",-117.1858759,60363.9,21.0083418975,34.5008311,18.8300690459,20,0.000379067380789,0.000331323854158,4.58348578022,4.33936274652,0.0194696528163,0.072372260569,3.04491959206,2.93545500947,-7.87779658296
2606,"Danville, KY",-84.7721823,15847.5,45.8482669482,37.6456488,45.5437067871,6,0.00037881566697,0.000378608613346,6.77113483459,6.74860776658,0.0194631874823,0.0723562377959,3.82533739969,3.81867245361,-7.87846083803
2607,"Bloomfield, IA",-92.4149074,2640.0,74.0098035329,40.7516884,102.285273797,1,0.000378787878788,0.000378787878788,8.60289506695,10.1136182347,0.019462473604,0.0723544685119,4.3041975646,4.62776571144,-7.87853419614
2608,"Cass City, MI",-83.1746693,2643.0,73.3026725341,43.6008515,113.252548712,1,0.000378357926599,0.000378357926599,8.56169799363,10.6420180752,0.0194514247961,0.0723270822608,4.29459706845,4.72962026929,-7.8796699146
2609,"Old Town, ME",-68.6453092,7936.66666667,20.1580849933,44.9342349,18.1089927598,3,0.000378103270829,0.000377992440151,4.48977560612,4.2554662212,0.019444877753,0.0723108519127,3.00360544828,2.89640865245,-7.88034319641
2610,"Covington, IN",-87.3947357,2645.0,18.2385849768,40.1417045,29.0455051036,1,0.000378071833648,0.000378071833648,4.27066563627,5.38938819381,0.0194440693696,0.0723088477757,2.90353940361,3.36886374167,-7.88042634429
2611,"Union City, CA",-122.053121269,68803.3461538,11.6071181564,37.5863040615,18.4194113735,26,0.000378000662001,0.000377888597771,3.40692209427,4.29178417136,0.01944223912,0.0723043101347,2.45161854409,2.91340507448,-7.88061461102
2612,"Greenwood Village, CO",-104.9508141,13347.0,10.152601643,39.6172101,19.0436202207,5,0.000377873893983,0.000374616018581,3.18631474324,4.3638996575,0.0194389787279,0.0722962264637,2.31772999215,2.94673214893,-7.88095003181
2613,"Elkins, AR",-94.0082547,2648.0,14.5606613934,36.0014682,80.5981344349,1,0.000377643504532,0.000377643504532,3.81584347077,8.97764637502,0.0194330518584,0.0722815304902,2.67832346711,4.38947550328,-7.88155991706
2614,"Duarte, CA",-117.9772873,21204.0,18.7663554531,34.1394513,44.2389779115,8,0.000377366730326,0.000377287304282,4.33201517231,6.65123882532,0.0194259293298,0.0722638678425,2.93206566302,3.78960625368,-7.88229308386
2615,"Pittsburgh, PA",-79.9901261416,344334.68,0.523279592452,40.4415907472,0.477493567854,125,0.000377099160137,0.000363018909394,0.723380669117,0.691009093901,0.0194190411745,0.072246784347,-0.647639364163,-0.739204589615,-7.88300238087
2616,"Mason, OH",-84.309939,27233.6,18.2309252467,39.3600586,55.0160253542,10,0.000377049422391,0.000367193466894,4.26976875799,7.41727883757,0.0194177604886,0.0722436078613,2.90311934147,4.00762451287,-7.88313428523
2617,"Anthony, KS",-98.0311728,2653.0,60.086375342,37.1533554,86.4531664072,1,0.000376931775349,0.000376931775349,7.7515401916,9.29801948843,0.0194147308853,0.0722360932577,4.09578311604,4.45960283849,-7.88344635414
2618,"Shorewood, WI",-87.8883153,13282.2,12.1166177856,43.0881744,15.7439101202,5,0.000376563758928,0.000376443661442,3.48089324536,3.96785963968,0.0194052508082,0.0722125764246,2.4945778811,2.75645363146,-7.88442317864
2619,"Kemmerer, WY",-110.3259951,2656.0,59.6755765771,41.769116,156.905008489,1,0.000376506024096,0.000376506024096,7.72499686583,12.5261729387,0.0194037631427,0.072208885687,4.08892283413,5.05564058077,-7.8845765106
2620,"Silver Creek, NY",-79.1769847,2656.0,8.27402170541,42.4683919,72.6334904478,1,0.000376506024096,0.000376506024096,2.87645992592,8.52252840698,0.0194037631427,0.072208885687,2.11312069136,4.2854261164,-7.8845765106
2621,"Leander, TX",-97.8425907526,18951.0,19.2141295464,30.5781315,61.403626415,5,0.000376414378392,0.000263838319878,4.38339247004,7.83604660623,0.0194014014543,0.0722030263994,2.95564592226,4.11746889554,-7.88481995122
2622,"Monticello, GA",-83.6826141204,2657.0,38.2526241947,33.3169645,68.994202646,1,0.000376364320662,0.000376364320662,6.18487058836,8.30627489588,0.019400111357,0.0721998256009,3.64421216432,4.23402248144,-7.88495294576
2623,"Waxahachie, TX",-96.8483311,27162.5,32.7785429573,32.3865312,41.3885788466,10,0.000376335629875,0.000368154624942,5.72525483776,6.43339559227,0.0193993718938,0.0721979909225,3.48977412319,3.7230049695,-7.88502918009
2624,"Novato, CA",-122.5697032,48140.1176471,4.19652014548,38.1074198,57.3153395626,17,0.000376308376919,0.000353135821658,2.04854097969,7.57068950378,0.0193986694626,0.0721962481021,1.43425564507,4.04856829405,-7.88510159934
2625,"Hermann, MO",-91.4373845,2658.0,63.6679017115,38.7042119,93.1311456955,1,0.000376222723853,0.000376222723853,7.97921686079,9.6504479531,0.0193964616323,0.0721907700601,4.1536805378,4.53400866857,-7.88532923927
2626,"Newport, AR",-91.2817951,7987.0,62.6648418121,35.6048018,110.125514631,3,0.000375967616889,0.000375610366846,7.91611279683,10.494070451,0.019389884396,0.0721744494686,4.13780055372,4.7016207574,-7.88600754358
2627,"Lake Charles, LA",-93.2173759,71827.037037,11.1878627815,30.2265949,97.7592960376,27,0.000375908425073,0.000375903018053,3.34482627075,9.88733007629,0.0193883579777,0.0721706615883,2.41482951047,4.58250829447,-7.88616499458
2628,"Mount Vernon, TX",-95.2213321,2662.0,79.7344386565,33.1887271,73.955020778,1,0.000375657400451,0.000375657400451,8.92941423927,8.59971050548,0.0193818833051,0.0721545932713,4.37870159606,4.30345708108,-7.88683299896
2629,"Kingston, PA",-75.8968635,13316.6,2.31995165416,41.2617481,24.2726597668,5,0.000375620200134,0.000375471216377,1.52313875079,4.92672911441,0.0193809236141,0.0721522114358,0.841546346737,3.18935060445,-7.8869320311
2630,"Crookston, MN",-96.6081212,7991.33333333,45.2129030727,47.7741383,61.5294843881,3,0.000375523613729,0.000375406690581,6.72405406527,7.84407320135,0.0193784316633,0.0721460265359,3.81138251231,4.11951648087,-7.88718920264
2631,"Tusculum, TN",-82.738763,2663.0,43.114054595,36.1939922,40.0180754572,1,0.000375516334961,0.000375516334961,6.5661293465,6.3259841493,0.0193782438565,0.0721455603977,3.76384903664,3.68933123847,-7.88720858581
2632,"Swansboro, NC",-77.1505072,2663.0,27.4188863626,34.7743276,28.3075947139,1,0.000375516334961,0.000375516334961,5.23630464761,5.32048820259,0.0193782438565,0.0721455603977,3.31123205925,3.34313013309,-7.88720858581
2633,"Pickerington, OH",-82.7535049,16874.5,16.8168225144,39.8842304,15.665404349,6,0.00037548266532,0.000355566090847,4.10083192955,3.95795456631,0.0193773750885,0.0721434040888,2.82237972555,2.75145473633,-7.88729825209
2634,"Harlem, GA",-82.3851255,2666.0,17.8164665919,33.4131947,15.2180333973,1,0.000375093773443,0.000375093773443,4.22095564913,3.90102978677,0.0193673377996,0.0721184888903,2.8801231191,2.72248113234,-7.88833450074
2635,"Brookhaven, PA",-75.3783589333,7999.0,12.0507996572,39.8717005667,29.501751819,3,0.000375047455798,0.00037504688086,3.4714261705,5.43155151122,0.0193661419957,0.0721155203028,2.48913101933,3.38444964528,-7.88845799121
2636,"Fayetteville, NC",-78.878943002,163827.54,6.87261258977,35.053075798,14.8355296145,50,0.000375005197694,0.000305198991574,2.62156681963,3.85169178602,0.0193650509345,0.0721128116859,1.92754432357,2.69702495344,-7.88857067157
